Timestamp(ns);Rotation_X(rad);Rotation_Y(rad);Rotation_Z(rad);Position_X(m);Position_Y(m);Position_Z(m);
4012109446381; 0.71; -1.09; -0.46; 0.47; 0.35; -0.06;
4012126349369; 0.71; -1.09; -0.46; 0.47; 0.36; -0.06;
4012159296617; 0.71; -1.10; -0.46; 0.48; 0.36; -0.06;
4012176127759; 0.71; -1.10; -0.46; 0.48; 0.36; -0.06;
4012192726686; 0.70; -1.11; -0.46; 0.48; 0.36; -0.06;
4012209385484; 0.70; -1.11; -0.45; 0.48; 0.36; -0.06;
4012226040005; 0.70; -1.12; -0.45; 0.48; 0.37; -0.06;
4012242719758; 0.70; -1.12; -0.45; 0.48; 0.37; -0.06;
4012275965935; 0.70; -1.13; -0.45; 0.49; 0.37; -0.06;
4012292747470; 0.69; -1.13; -0.45; 0.49; 0.37; -0.07;
4012309357943; 0.69; -1.14; -0.45; 0.49; 0.38; -0.07;
4012325996213; 0.69; -1.14; -0.45; 0.49; 0.38; -0.07;
4012342693928; 0.69; -1.14; -0.45; 0.50; 0.38; -0.07;
4012359353153; 0.69; -1.14; -0.45; 0.50; 0.38; -0.07;
4012375896912; 0.69; -1.15; -0.45; 0.50; 0.38; -0.07;
4012409414650; 0.69; -1.15; -0.46; 0.50; 0.38; -0.07;
4012426037097; 0.69; -1.15; -0.45; 0.51; 0.39; -0.07;
4012442617634; 0.68; -1.16; -0.45; 0.51; 0.39; -0.07;
4012459379069; 0.68; -1.16; -0.45; 0.51; 0.39; -0.07;
4012475960889; 0.68; -1.16; -0.45; 0.51; 0.39; -0.07;
4012492593172; 0.67; -1.16; -0.45; 0.51; 0.39; -0.07;
4012509590672; 0.67; -1.16; -0.45; 0.51; 0.39; -0.07;
4012542539630; 0.66; -1.16; -0.44; 0.52; 0.39; -0.08;
4012559228792; 0.66; -1.16; -0.45; 0.52; 0.40; -0.08;
4012575952165; 0.65; -1.16; -0.45; 0.52; 0.40; -0.08;
4012592590435; 0.65; -1.17; -0.45; 0.52; 0.40; -0.08;
4012609206040; 0.64; -1.17; -0.44; 0.53; 0.40; -0.08;
4012626047446; 0.64; -1.18; -0.44; 0.53; 0.40; -0.08;
4012659204672; 0.62; -1.18; -0.45; 0.53; 0.40; -0.09;
4012675836528; 0.62; -1.19; -0.45; 0.53; 0.40; -0.09;
4012692618917; 0.61; -1.19; -0.45; 0.54; 0.40; -0.09;
4012709212712; 0.61; -1.20; -0.45; 0.54; 0.41; -0.09;
4012725851838; 0.60; -1.21; -0.45; 0.54; 0.41; -0.09;
4012742604291; 0.59; -1.21; -0.45; 0.54; 0.41; -0.09;
4012759520536; 0.58; -1.21; -0.45; 0.54; 0.41; -0.09;
4012792599929; 0.57; -1.22; -0.45; 0.55; 0.41; -0.10;
4012809413965; 0.56; -1.23; -0.45; 0.55; 0.41; -0.10;
4012825821303; 0.55; -1.23; -0.45; 0.55; 0.41; -0.10;
4012842363779; 0.54; -1.24; -0.45; 0.55; 0.41; -0.10;
4012859112384; 0.53; -1.24; -0.45; 0.56; 0.41; -0.10;
4012875771610; 0.52; -1.25; -0.45; 0.56; 0.41; -0.10;
4012909260694; 0.50; -1.25; -0.45; 0.56; 0.41; -0.10;
4012925853206; 0.49; -1.26; -0.45; 0.56; 0.41; -0.11;
4012942464107; 0.48; -1.26; -0.45; 0.56; 0.41; -0.11;
4012959114352; 0.47; -1.27; -0.45; 0.57; 0.41; -0.11;
4012975807789; 0.45; -1.27; -0.45; 0.57; 0.41; -0.11;
4012992471291; 0.44; -1.27; -0.45; 0.57; 0.41; -0.11;
4013025814974; 0.40; -1.27; -0.45; 0.57; 0.41; -0.11;
4013042501569; 0.39; -1.27; -0.45; 0.57; 0.41; -0.11;
4013059094081; 0.37; -1.28; -0.46; 0.58; 0.41; -0.11;
4013075705837; 0.36; -1.28; -0.46; 0.58; 0.41; -0.11;
4013092432204; 0.35; -1.28; -0.46; 0.58; 0.41; -0.11;
4013109024288; 0.33; -1.29; -0.46; 0.58; 0.41; -0.11;
4013159104173; 0.30; -1.30; -0.45; 0.58; 0.40; -0.11;
4013175852778; 0.29; -1.31; -0.45; 0.58; 0.40; -0.11;
4013192452132; 0.28; -1.31; -0.45; 0.58; 0.40; -0.11;
4013209028393; 0.28; -1.31; -0.45; 0.58; 0.40; -0.11;
4013242319047; 0.27; -1.31; -0.45; 0.58; 0.40; -0.12;
4013259136932; 0.27; -1.31; -0.45; 0.58; 0.40; -0.12;
4013275762373; 0.27; -1.31; -0.45; 0.58; 0.40; -0.12;
4013292332646; 0.27; -1.31; -0.45; 0.58; 0.40; -0.12;
4013309060724; 0.27; -1.31; -0.45; 0.59; 0.40; -0.12;
4013325687875; 0.27; -1.30; -0.45; 0.59; 0.40; -0.12;
4013342335982; 0.27; -1.30; -0.45; 0.59; 0.40; -0.12;
4013359200053; 0.26; -1.30; -0.45; 0.59; 0.40; -0.12;
4013392325633; 0.27; -1.30; -0.45; 0.59; 0.40; -0.12;
4013409073382; 0.27; -1.29; -0.45; 0.59; 0.40; -0.12;
4013425695402; 0.27; -1.29; -0.45; 0.59; 0.40; -0.12;
4013442317849; 0.27; -1.29; -0.46; 0.59; 0.40; -0.12;
4013459085271; 0.28; -1.29; -0.46; 0.59; 0.40; -0.12;
4013475557185; 0.28; -1.29; -0.46; 0.59; 0.40; -0.12;
4013508973141; 0.28; -1.28; -0.45; 0.59; 0.40; -0.12;
4013525596443; 0.28; -1.28; -0.45; 0.59; 0.40; -0.12;
4013542533643; 0.28; -1.28; -0.46; 0.59; 0.40; -0.12;
4013558987595; 0.29; -1.28; -0.46; 0.58; 0.40; -0.12;
4013575586522; 0.29; -1.27; -0.46; 0.58; 0.39; -0.12;
4013592338548; 0.29; -1.27; -0.46; 0.58; 0.39; -0.12;
4013608979812; 0.30; -1.26; -0.46; 0.58; 0.39; -0.12;
4013625807960; 0.30; -1.25; -0.46; 0.58; 0.39; -0.12;
4013658953212; 0.32; -1.24; -0.46; 0.58; 0.39; -0.12;
4013675724055; 0.32; -1.23; -0.46; 0.58; 0.39; -0.12;
4013692416210; 0.32; -1.22; -0.46; 0.58; 0.39; -0.12;
4013708946712; 0.32; -1.21; -0.46; 0.58; 0.39; -0.12;
4013725541361; 0.31; -1.21; -0.46; 0.58; 0.39; -0.12;
4013758785828; 0.31; -1.21; -0.46; 0.58; 0.39; -0.12;
4013775573350; 0.31; -1.21; -0.46; 0.57; 0.39; -0.12;
4013792319389; 0.31; -1.21; -0.46; 0.57; 0.39; -0.12;
4013808846042; 0.31; -1.22; -0.46; 0.57; 0.38; -0.12;
4013825552309; 0.31; -1.22; -0.46; 0.57; 0.38; -0.12;
4013842185876; 0.30; -1.22; -0.45; 0.57; 0.38; -0.12;
4013858832272; 0.30; -1.23; -0.45; 0.57; 0.38; -0.12;
4013892159276; 0.30; -1.23; -0.45; 0.57; 0.38; -0.12;
4013908829620; 0.30; -1.24; -0.45; 0.57; 0.38; -0.12;
4013925473022; 0.29; -1.24; -0.45; 0.57; 0.38; -0.12;
4013942151065; 0.29; -1.24; -0.45; 0.57; 0.38; -0.12;
4013958828252; 0.29; -1.24; -0.45; 0.57; 0.38; -0.12;
4013975463101; 0.29; -1.24; -0.45; 0.57; 0.38; -0.12;
4013992409709; 0.29; -1.24; -0.45; 0.57; 0.38; -0.12;
4014025427948; 0.29; -1.24; -0.45; 0.58; 0.38; -0.12;
4014042119675; 0.29; -1.24; -0.45; 0.58; 0.38; -0.12;
4014058859727; 0.29; -1.24; -0.46; 0.58; 0.38; -0.12;
4014075494576; 0.29; -1.23; -0.45; 0.58; 0.38; -0.12;
4014092108898; 0.29; -1.22; -0.45; 0.58; 0.38; -0.13;
4014108789506; 0.30; -1.21; -0.45; 0.58; 0.38; -0.13;
4014142098549; 0.35; -1.13; -0.49; 0.57; 0.35; -0.14;
4014192531676; 0.36; -1.00; -0.51; 0.55; 0.35; -0.14;
4014208708509; 0.38; -0.83; -0.53; 0.54; 0.34; -0.14;
4014258675494; 0.45; -0.60; -0.61; 0.51; 0.35; -0.13;
4014292067074; 0.58; -0.13; -0.70; 0.46; 0.33; -0.08;
4014308714753; 0.58; 0.05; -0.70; 0.46; 0.32; -0.06;
4014325449673; 0.55; 0.16; -0.66; 0.45; 0.31; -0.06;
4014342028072; 0.49; 0.21; -0.61; 0.44; 0.30; -0.08;
4014358713812; 0.41; 0.21; -0.54; 0.42; 0.29; -0.08;
4014408809520; 0.34; 0.20; -0.48; 0.39; 0.28; -0.10;
4014425502531; 0.28; 0.21; -0.44; 0.36; 0.27; -0.11;
4014458711075; 0.17; 0.25; -0.37; 0.33; 0.25; -0.15;
4014475328390; 0.11; 0.26; -0.34; 0.31; 0.24; -0.17;
4014508915835; 0.03; 0.29; -0.28; 0.27; 0.22; -0.20;
4014525295803; -0.01; 0.30; -0.25; 0.25; 0.21; -0.21;
4014541926803; -0.03; 0.31; -0.22; 0.24; 0.20; -0.22;
4014575329930; -0.03; 0.32; -0.15; 0.21; 0.19; -0.25;
4014591983168; -0.02; 0.33; -0.15; 0.19; 0.17; -0.25;
4014608704831; -0.02; 0.34; -0.15; 0.18; 0.17; -0.26;
4014625337970; -0.03; 0.35; -0.15; 0.17; 0.16; -0.27;
4014641944166; -0.04; 0.34; -0.15; 0.15; 0.16; -0.28;
4014658594411; -0.03; 0.34; -0.13; 0.14; 0.16; -0.28;
4014691962042; 0.01; 0.33; -0.06; 0.12; 0.15; -0.29;
4014708566100; 0.03; 0.31; -0.02; 0.11; 0.15; -0.30;
4014725413493; 0.05; 0.30; 0.01; 0.11; 0.14; -0.30;
4014741955542; 0.07; 0.27; 0.03; 0.10; 0.14; -0.30;
4014758538645; 0.07; 0.24; 0.03; 0.10; 0.13; -0.31;
4014791822456; 0.09; 0.21; 0.01; 0.09; 0.12; -0.32;
4014808544974; 0.08; 0.20; -0.00; 0.08; 0.12; -0.32;
4014825246965; 0.08; 0.18; -0.03; 0.08; 0.11; -0.32;
4014841853589; 0.07; 0.16; -0.05; 0.08; 0.11; -0.33;
4014858553014; 0.07; 0.14; -0.06; 0.08; 0.11; -0.33;
4014875186580; 0.07; 0.12; -0.07; 0.07; 0.10; -0.33;
4014891814160; 0.08; 0.10; -0.08; 0.07; 0.10; -0.34;
4014925193765; 0.08; 0.06; -0.08; 0.07; 0.09; -0.34;
4014941871807; 0.07; 0.04; -0.08; 0.07; 0.08; -0.34;
4014958661467; 0.06; 0.03; -0.07; 0.07; 0.08; -0.35;
4014975154763; 0.06; 0.02; -0.07; 0.07; 0.08; -0.35;
4014991842214; 0.06; 0.01; -0.07; 0.07; 0.07; -0.35;
4015008514696; 0.06; 0.01; -0.07; 0.07; 0.07; -0.35;
4015041809627; 0.04; 0.00; -0.06; 0.07; 0.06; -0.36;
4015058560797; 0.04; -0.00; -0.06; 0.07; 0.06; -0.36;
4015075090872; 0.03; -0.01; -0.05; 0.07; 0.06; -0.36;
4015091803981; 0.04; -0.02; -0.05; 0.06; 0.06; -0.36;
4015108431988; 0.04; -0.03; -0.05; 0.06; 0.06; -0.36;
4015125107465; 0.05; -0.03; -0.05; 0.06; 0.06; -0.37;
4015158509308; 0.05; -0.02; -0.05; 0.06; 0.05; -0.37;
4015175170672; 0.05; -0.02; -0.05; 0.06; 0.05; -0.37;
4015191711437; 0.05; -0.02; -0.05; 0.06; 0.05; -0.37;
4015208534026; 0.06; -0.01; -0.06; 0.06; 0.05; -0.37;
4015225071798; 0.06; -0.01; -0.06; 0.06; 0.05; -0.37;
4015241720333; 0.06; -0.00; -0.07; 0.06; 0.05; -0.37;
4015258746912; 0.06; -0.00; -0.07; 0.06; 0.05; -0.37;
4015291719392; 0.06; -0.01; -0.07; 0.06; 0.05; -0.38;
4015308484675; 0.06; -0.01; -0.07; 0.06; 0.05; -0.38;
4015325108833; 0.06; -0.02; -0.06; 0.06; 0.05; -0.38;
4015341707332; 0.06; -0.03; -0.06; 0.06; 0.05; -0.38;
4015358336622; 0.06; -0.03; -0.05; 0.06; 0.05; -0.38;
4015375063416; 0.06; -0.03; -0.05; 0.06; 0.05; -0.38;
4015408316864; 0.06; -0.04; -0.04; 0.06; 0.05; -0.38;
4015425090701; 0.06; -0.05; -0.04; 0.06; 0.05; -0.38;
4015441712720; 0.06; -0.05; -0.04; 0.06; 0.05; -0.38;
4015458478431; 0.06; -0.06; -0.03; 0.06; 0.05; -0.38;
4015474938798; 0.06; -0.07; -0.03; 0.06; 0.05; -0.38;
4015491666448; 0.06; -0.08; -0.03; 0.06; 0.04; -0.38;
4015508296166; 0.06; -0.09; -0.02; 0.06; 0.04; -0.38;
4015541700147; 0.05; -0.11; -0.01; 0.06; 0.04; -0.38;
4015558332431; 0.05; -0.13; -0.01; 0.07; 0.04; -0.38;
4015574954450; 0.05; -0.15; -0.01; 0.07; 0.04; -0.38;
4015591625650; 0.05; -0.18; -0.00; 0.07; 0.04; -0.38;
4015608285731; 0.06; -0.21; -0.00; 0.07; 0.05; -0.38;
4015624962063; 0.07; -0.24; -0.00; 0.08; 0.05; -0.38;
4015658346372; 0.08; -0.32; -0.03; 0.09; 0.06; -0.37;
4015674981649; 0.08; -0.36; -0.06; 0.10; 0.07; -0.37;
4015691583141; 0.08; -0.41; -0.10; 0.11; 0.08; -0.37;
4015708429251; 0.06; -0.46; -0.15; 0.13; 0.10; -0.36;
4015724923403; 0.05; -0.51; -0.20; 0.14; 0.11; -0.36;
4015741560390; 0.04; -0.57; -0.25; 0.16; 0.13; -0.35;
4015774944700; 0.05; -0.67; -0.35; 0.21; 0.15; -0.35;
4015791675771; 0.05; -0.73; -0.38; 0.23; 0.16; -0.34;
4015808192588; 0.04; -0.80; -0.40; 0.24; 0.16; -0.32;
4015824919383; 0.02; -0.87; -0.40; 0.26; 0.16; -0.30;
4015841588444; 0.00; -0.96; -0.38; 0.29; 0.16; -0.28;
4015874921008; -0.02; -1.12; -0.29; 0.31; 0.16; -0.24;
4015891708102; -0.03; -1.18; -0.24; 0.32; 0.15; -0.22;
4015908208668; -0.04; -1.24; -0.19; 0.32; 0.15; -0.20;
4015924839668; -0.05; -1.28; -0.14; 0.33; 0.14; -0.18;
4015958224406; -0.07; -1.37; -0.07; 0.35; 0.13; -0.15;
4015974791258; -0.07; -1.41; -0.05; 0.35; 0.12; -0.13;
4015991420548; -0.10; -1.45; -0.05; 0.36; 0.11; -0.11;
4016008230735; -0.16; -1.48; -0.06; 0.37; 0.10; -0.10;
4016024796304; -0.24; -1.49; -0.10; 0.37; 0.10; -0.09;
4016058199003; -0.24; -1.49; -0.10; 0.37; 0.10; -0.09;
4016124935120; -0.21; -1.53; -0.21; 0.40; 0.10; -0.07;
4016141426278; -0.13; -1.63; -0.21; 0.42; 0.09; -0.09;
4016174831115; 0.01; -1.70; -0.24; 0.46; 0.07; -0.04;
4016191462116; 0.05; -1.73; -0.27; 0.47; 0.08; -0.02;
4016208076010; 0.10; -1.76; -0.32; 0.48; 0.09; -0.01;
4016224859682; 0.15; -1.76; -0.38; 0.48; 0.10; 0.01;
4016241402159; 0.20; -1.75; -0.44; 0.49; 0.11; 0.02;
4016274718899; 0.20; -1.75; -0.44; 0.49; 0.11; 0.03;
4016308083537; 0.27; -1.68; -0.49; 0.47; 0.13; 0.03;
4016341473406; 0.41; -1.49; -0.57; 0.42; 0.15; 0.03;
4016358059502; 0.47; -1.36; -0.60; 0.40; 0.16; 0.04;
4016374669120; 0.54; -1.23; -0.60; 0.39; 0.17; 0.04;
4016391323214; 0.61; -1.08; -0.60; 0.37; 0.18; 0.04;
4016408302324; 0.68; -0.94; -0.58; 0.36; 0.19; 0.04;
4016441488202; 0.78; -0.67; -0.48; 0.35; 0.19; 0.03;
4016458051634; 0.81; -0.56; -0.42; 0.34; 0.20; 0.02;
4016474600097; 0.82; -0.48; -0.37; 0.32; 0.22; 0.01;
4016491266593; 0.82; -0.41; -0.33; 0.31; 0.24; 0.01;
4016508283764; 0.80; -0.36; -0.29; 0.31; 0.25; -0.00;
4016541319536; 0.75; -0.29; -0.21; 0.31; 0.25; -0.00;
4016557947543; 0.71; -0.28; -0.16; 0.33; 0.25; -0.01;
4016574888592; 0.68; -0.31; -0.12; 0.32; 0.28; -0.04;
4016591369914; 0.64; -0.34; -0.05; 0.32; 0.28; -0.06;
4016607919232; 0.61; -0.39; 0.04; 0.33; 0.29; -0.06;
4016624792284; 0.58; -0.44; 0.15; 0.33; 0.30; -0.08;
4016674603176; 0.57; -0.52; 0.27; 0.28; 0.31; -0.10;
4016707997322; 0.59; -0.66; 0.49; 0.21; 0.29; -0.15;
4016724569734; 0.61; -0.70; 0.57; 0.20; 0.28; -0.16;
4016741358966; 0.61; -0.72; 0.62; 0.19; 0.28; -0.17;
4016757955326; 0.58; -0.71; 0.63; 0.19; 0.27; -0.18;
4016774589320; 0.54; -0.68; 0.63; 0.18; 0.26; -0.19;
4016807948398; 0.42; -0.59; 0.55; 0.18; 0.24; -0.20;
4016824601637; 0.35; -0.56; 0.50; 0.17; 0.23; -0.20;
4016841260862; 0.27; -0.53; 0.44; 0.17; 0.22; -0.21;
4016857885875; 0.19; -0.50; 0.38; 0.17; 0.21; -0.21;
4016874518159; 0.11; -0.49; 0.31; 0.17; 0.19; -0.21;
4016907911021; -0.05; -0.48; 0.17; 0.17; 0.18; -0.22;
4016924584359; -0.12; -0.48; 0.08; 0.16; 0.17; -0.23;
4016941352636; -0.19; -0.48; -0.01; 0.16; 0.16; -0.24;
4016957770666; -0.26; -0.48; -0.10; 0.16; 0.15; -0.24;
4016974572727; -0.34; -0.49; -0.18; 0.15; 0.14; -0.23;
4017024612841; -0.41; -0.51; -0.22; 0.15; 0.13; -0.24;
4017057811977; -0.45; -0.51; -0.24; 0.15; 0.11; -0.25;
4017091195004; -0.45; -0.51; -0.24; 0.15; 0.11; -0.26;
4017141141889; -0.43; -0.49; -0.18; 0.15; 0.11; -0.26;
4017157850295; -0.40; -0.48; -0.14; 0.15; 0.10; -0.27;
4017191053279; -0.36; -0.50; -0.11; 0.13; 0.11; -0.30;
4017207910508; -0.35; -0.51; -0.13; 0.13; 0.11; -0.32;
4017257844992; -0.31; -0.50; -0.20; 0.14; 0.11; -0.38;
4017274482407; -0.30; -0.50; -0.23; 0.14; 0.11; -0.39;
4017291048832; -0.29; -0.50; -0.27; 0.14; 0.11; -0.40;
4017307753388; -0.28; -0.50; -0.30; 0.14; 0.12; -0.42;
4017324418173; -0.28; -0.50; -0.33; 0.14; 0.13; -0.43;
4017357681030; -0.28; -0.49; -0.42; 0.13; 0.13; -0.43;
4017374405686; -0.28; -0.47; -0.47; 0.13; 0.14; -0.44;
4017391053365; -0.27; -0.45; -0.51; 0.13; 0.14; -0.44;
4017407705748; -0.26; -0.43; -0.54; 0.12; 0.14; -0.44;
4017424469748; -0.25; -0.41; -0.56; 0.12; 0.15; -0.44;
4017457708228; -0.24; -0.39; -0.54; 0.12; 0.15; -0.44;
4017474320412; -0.23; -0.39; -0.52; 0.12; 0.15; -0.44;
4017491290969; -0.23; -0.39; -0.49; 0.12; 0.15; -0.45;
4017507823609; -0.22; -0.39; -0.47; 0.12; 0.15; -0.45;
4017524233940; -0.22; -0.40; -0.44; 0.11; 0.15; -0.45;
4017541047549; -0.21; -0.39; -0.43; 0.11; 0.15; -0.45;
4017574293726; -0.21; -0.39; -0.41; 0.11; 0.15; -0.45;
4017590909331; -0.21; -0.38; -0.41; 0.11; 0.15; -0.46;
4017607633560; -0.21; -0.38; -0.41; 0.11; 0.15; -0.46;
4017624371046; -0.21; -0.37; -0.41; 0.10; 0.15; -0.46;
4017640913522; -0.20; -0.37; -0.41; 0.10; 0.15; -0.46;
4017657672819; -0.20; -0.37; -0.40; 0.10; 0.15; -0.46;
4017674313655; -0.20; -0.36; -0.39; 0.10; 0.15; -0.46;
4017707790765; -0.17; -0.35; -0.36; 0.10; 0.15; -0.47;
4017724415351; -0.14; -0.34; -0.34; 0.10; 0.16; -0.47;
4017740943287; -0.11; -0.33; -0.32; 0.10; 0.16; -0.48;
4017757486618; -0.08; -0.31; -0.30; 0.10; 0.17; -0.48;
4017774258744; -0.04; -0.29; -0.28; 0.10; 0.18; -0.48;
4017790904285; 0.01; -0.27; -0.26; 0.10; 0.19; -0.49;
4017824283890; 0.10; -0.21; -0.27; 0.09; 0.21; -0.49;
4017840970913; 0.14; -0.17; -0.30; 0.09; 0.22; -0.49;
4017857580531; 0.18; -0.12; -0.34; 0.09; 0.23; -0.49;
4017874201268; 0.21; -0.06; -0.41; 0.08; 0.23; -0.49;
4017890956288; 0.24; 0.02; -0.50; 0.08; 0.24; -0.49;
4017907590709; 0.27; 0.11; -0.60; 0.08; 0.24; -0.49;
4017940964327; 0.39; 0.34; -0.81; 0.07; 0.25; -0.49;
4017957582926; 0.48; 0.48; -0.91; 0.08; 0.26; -0.49;
4017974133955; 0.57; 0.61; -0.99; 0.08; 0.26; -0.49;
4017990803017; 0.65; 0.72; -1.04; 0.08; 0.26; -0.50;
4018007642712; 0.70; 0.78; -1.08; 0.08; 0.27; -0.51;
4018040817471; 0.66; 0.70; -1.07; 0.08; 0.27; -0.53;
4018057605420; 0.61; 0.62; -1.04; 0.09; 0.28; -0.54;
4018074219315; 0.56; 0.52; -0.98; 0.09; 0.28; -0.55;
4018090908476; 0.52; 0.42; -0.90; 0.10; 0.29; -0.56;
4018107525364; 0.50; 0.34; -0.80; 0.10; 0.29; -0.56;
4018124132843; 0.49; 0.26; -0.70; 0.11; 0.30; -0.57;
4018157472677; 0.49; 0.14; -0.52; 0.11; 0.29; -0.57;
4018174163121; 0.48; 0.09; -0.46; 0.11; 0.29; -0.56;
4018190807806; 0.47; 0.04; -0.42; 0.11; 0.29; -0.56;
4018207428543; 0.46; -0.00; -0.39; 0.11; 0.29; -0.56;
4018224200241; 0.45; -0.03; -0.37; 0.11; 0.29; -0.56;
4018257445564; 0.41; -0.09; -0.35; 0.12; 0.28; -0.56;
4018274148410; 0.39; -0.11; -0.35; 0.12; 0.28; -0.57;
4018290873922; 0.36; -0.13; -0.35; 0.13; 0.27; -0.57;
4018307405706; 0.34; -0.15; -0.35; 0.13; 0.27; -0.57;
4018324091446; 0.31; -0.18; -0.34; 0.13; 0.26; -0.58;
4018340769061; 0.28; -0.21; -0.33; 0.14; 0.26; -0.58;
4018374043891; 0.21; -0.28; -0.29; 0.15; 0.24; -0.59;
4018390712098; 0.17; -0.32; -0.27; 0.15; 0.24; -0.60;
4018407464124; 0.14; -0.35; -0.26; 0.16; 0.23; -0.60;
4018424094697; 0.10; -0.38; -0.24; 0.16; 0.22; -0.60;
4018440707308; 0.07; -0.40; -0.24; 0.16; 0.22; -0.61;
4018457454630; 0.03; -0.42; -0.25; 0.17; 0.21; -0.61;
4018490717914; -0.06; -0.47; -0.27; 0.18; 0.19; -0.62;
4018507465663; -0.11; -0.50; -0.28; 0.18; 0.18; -0.62;
4018524075709; -0.15; -0.53; -0.30; 0.18; 0.18; -0.63;
4018540697301; -0.19; -0.55; -0.32; 0.19; 0.18; -0.63;
4018557282115; -0.22; -0.56; -0.34; 0.19; 0.17; -0.63;
4018574106414; -0.25; -0.57; -0.37; 0.19; 0.17; -0.63;
4018607332065; -0.32; -0.58; -0.41; 0.19; 0.16; -0.63;
4018624048168; -0.35; -0.59; -0.44; 0.19; 0.16; -0.64;
4018640715091; -0.36; -0.60; -0.45; 0.19; 0.16; -0.64;
4018657291780; -0.36; -0.61; -0.45; 0.19; 0.16; -0.64;
4018673939459; -0.36; -0.60; -0.45; 0.19; 0.15; -0.63;
4018690668819; -0.36; -0.60; -0.44; 0.20; 0.15; -0.63;
4018723926116; -0.36; -0.59; -0.42; 0.20; 0.15; -0.63;
4018740707222; -0.36; -0.59; -0.41; 0.20; 0.15; -0.63;
4018757274075; -0.36; -0.59; -0.41; 0.19; 0.15; -0.63;
4018790517687; -0.35; -0.58; -0.41; 0.19; 0.15; -0.63;
4018807279549; -0.35; -0.58; -0.41; 0.19; 0.15; -0.63;
4018823910977; -0.35; -0.57; -0.41; 0.19; 0.15; -0.63;
4018840645042; -0.34; -0.57; -0.40; 0.19; 0.15; -0.63;
4018857293148; -0.34; -0.57; -0.40; 0.19; 0.15; -0.63;
4018873913030; -0.34; -0.57; -0.40; 0.19; 0.15; -0.63;
4018890521364; -0.34; -0.57; -0.39; 0.19; 0.15; -0.63;
4018907445307; -0.33; -0.56; -0.38; 0.19; 0.15; -0.63;
4018940580723; -0.34; -0.57; -0.38; 0.19; 0.15; -0.63;
4018957285279; -0.35; -0.57; -0.38; 0.19; 0.15; -0.63;
4018974033457; -0.36; -0.57; -0.38; 0.19; 0.15; -0.63;
4018990540010; -0.36; -0.57; -0.38; 0.19; 0.15; -0.63;
4019007203084; -0.36; -0.58; -0.38; 0.19; 0.15; -0.63;
4019023954255; -0.37; -0.58; -0.38; 0.19; 0.15; -0.63;
4019057152536; -0.37; -0.58; -0.38; 0.19; 0.15; -0.63;
4019073836993; -0.37; -0.59; -0.38; 0.20; 0.15; -0.63;
4019090611257; -0.37; -0.59; -0.37; 0.20; 0.15; -0.63;
4019123749666; -0.36; -0.60; -0.36; 0.20; 0.15; -0.63;
4019140575249; -0.35; -0.60; -0.35; 0.20; 0.15; -0.63;
4019157213092; -0.34; -0.60; -0.34; 0.20; 0.15; -0.63;
4019173859915; -0.33; -0.60; -0.32; 0.20; 0.15; -0.63;
4019190546510; -0.32; -0.60; -0.30; 0.20; 0.15; -0.63;
4019207230112; -0.31; -0.59; -0.28; 0.20; 0.15; -0.63;
4019224064675; -0.30; -0.59; -0.26; 0.20; 0.15; -0.63;
4019257210782; -0.28; -0.59; -0.21; 0.20; 0.15; -0.63;
4019273843493; -0.26; -0.59; -0.18; 0.20; 0.15; -0.63;
4019290433867; -0.25; -0.59; -0.16; 0.20; 0.15; -0.63;
4019307055459; -0.24; -0.58; -0.15; 0.20; 0.15; -0.63;
4019323798076; -0.24; -0.58; -0.15; 0.20; 0.15; -0.63;
4019340417958; -0.23; -0.58; -0.15; 0.20; 0.15; -0.63;
4019373860001; -0.23; -0.58; -0.16; 0.20; 0.14; -0.63;
4019390466197; -0.23; -0.59; -0.18; 0.20; 0.14; -0.63;
4019423764976; -0.25; -0.59; -0.21; 0.20; 0.14; -0.63;
4019440458842; -0.25; -0.59; -0.23; 0.20; 0.14; -0.63;
4019457074446; -0.26; -0.60; -0.25; 0.19; 0.14; -0.63;
4019473725119; -0.27; -0.60; -0.26; 0.19; 0.14; -0.63;
4019490436090; -0.28; -0.61; -0.28; 0.19; 0.14; -0.63;
4019507046136; -0.29; -0.61; -0.29; 0.19; 0.14; -0.63;
4019523988040; -0.29; -0.62; -0.29; 0.20; 0.14; -0.63;
4019557051610; -0.29; -0.62; -0.28; 0.20; 0.15; -0.63;
4019573776266; -0.28; -0.62; -0.27; 0.20; 0.15; -0.63;
4019590309334; -0.28; -0.61; -0.26; 0.20; 0.15; -0.63;
4019607024582; -0.28; -0.61; -0.25; 0.20; 0.15; -0.63;
4019623644036; -0.27; -0.61; -0.24; 0.20; 0.15; -0.63;
4019640302406; -0.26; -0.61; -0.23; 0.20; 0.15; -0.63;
4019673701256; -0.25; -0.61; -0.22; 0.20; 0.15; -0.63;
4019690285642; -0.24; -0.60; -0.22; 0.20; 0.15; -0.63;
4019706972237; -0.24; -0.60; -0.22; 0.20; 0.15; -0.62;
4019723666958; -0.24; -0.60; -0.23; 0.20; 0.15; -0.62;
4019740306939; -0.24; -0.59; -0.25; 0.20; 0.15; -0.62;
4019756931097; -0.24; -0.58; -0.27; 0.20; 0.15; -0.62;
4019773699374; -0.25; -0.57; -0.31; 0.19; 0.15; -0.62;
4019806941275; -0.29; -0.55; -0.41; 0.19; 0.16; -0.62;
